event_id,user_id,event_type,event_at,referral_id,metadata_json
5443,146,receipt_scan_started,2024-01-21 13:14:05,,{}
5444,146,receipt_scan_completed,2024-01-21 13:18:05,,{}
5445,479,receipt_scan_started,2024-03-24 10:00:51,,{}
5446,479,receipt_scan_completed,2024-03-24 10:05:51,,{}
5447,695,receipt_scan_started,2024-06-20 10:35:05,,{}
5448,695,receipt_scan_completed,2024-06-20 10:39:05,,{}
5449,611,receipt_scan_started,2024-04-27 11:58:03,,{}
5450,611,receipt_scan_completed,2024-04-27 12:01:03,,{}
5451,611,incentive_viewed,2024-04-27 11:44:03,,{}
5452,362,receipt_scan_started,2024-01-19 22:01:26,,{}
5453,362,receipt_scan_completed,2024-01-19 22:05:26,,{}
5454,362,incentive_viewed,2024-01-19 21:30:26,,{}
5455,501,receipt_scan_started,2024-06-22 17:28:32,,{}
5456,501,receipt_scan_completed,2024-06-22 17:31:32,,{}
5457,304,receipt_scan_started,2024-05-05 21:12:49,,{}
5458,304,receipt_scan_completed,2024-05-05 21:17:49,,{}
5459,304,incentive_viewed,2024-05-05 20:49:49,,{}
5460,769,receipt_scan_started,2024-03-19 18:00:53,,{}
5461,769,incentive_viewed,2024-03-19 17:41:53,,{}
5462,188,receipt_scan_started,2024-05-25 18:21:06,,{}
5463,188,receipt_scan_completed,2024-05-25 18:23:06,,{}
5464,188,incentive_viewed,2024-05-25 18:07:06,,{}
5465,338,receipt_scan_started,2024-01-26 20:25:49,,{}
5466,338,receipt_scan_completed,2024-01-26 20:27:49,,{}
5467,871,receipt_scan_started,2024-06-15 16:05:36,,{}
5468,871,receipt_scan_completed,2024-06-15 16:06:36,,{}
5469,871,incentive_viewed,2024-06-15 15:44:36,,{}
5470,448,receipt_scan_started,2024-05-07 17:07:42,,{}
5471,448,receipt_scan_completed,2024-05-07 17:09:42,,{}
5472,1011,receipt_scan_started,2024-04-18 18:03:07,,{}
5473,1011,receipt_scan_completed,2024-04-18 18:07:07,,{}
5474,145,receipt_scan_started,2024-06-13 21:08:00,,{}
5475,145,receipt_scan_completed,2024-06-13 21:13:00,,{}
5476,145,incentive_viewed,2024-06-13 20:17:00,,{}
5477,611,receipt_scan_started,2024-05-26 16:13:23,,{}
5478,611,receipt_scan_completed,2024-05-26 16:17:23,,{}
5479,782,receipt_scan_started,2024-01-05 14:48:05,,{}
5480,782,receipt_scan_completed,2024-01-05 14:51:05,,{}
5481,782,incentive_viewed,2024-01-05 14:42:05,,{}
5482,253,receipt_scan_started,2024-03-17 15:10:46,,{}
5483,253,receipt_scan_completed,2024-03-17 15:15:46,,{}
5484,253,incentive_viewed,2024-03-17 14:50:46,,{}
5485,207,receipt_scan_started,2024-04-13 18:41:19,,{}
5486,207,receipt_scan_completed,2024-04-13 18:45:19,,{}
5487,794,receipt_scan_started,2024-01-26 09:23:42,,{}
5488,794,receipt_scan_completed,2024-01-26 09:28:42,,{}
5489,794,incentive_viewed,2024-01-26 08:41:42,,{}
5490,215,receipt_scan_started,2024-02-02 09:23:35,,{}
5491,215,incentive_viewed,2024-02-02 08:59:35,,{}
5492,6,receipt_scan_started,2024-05-23 09:52:44,,{}
5493,6,receipt_scan_completed,2024-05-23 09:55:44,,{}
5494,6,incentive_viewed,2024-05-23 09:04:44,,{}
5495,253,receipt_scan_started,2024-01-30 09:52:27,,{}
5496,194,receipt_scan_started,2024-03-05 10:04:59,,{}
5497,194,receipt_scan_completed,2024-03-05 10:08:59,,{}
5498,714,receipt_scan_started,2024-04-10 09:00:28,,{}
5499,714,receipt_scan_completed,2024-04-10 09:05:28,,{}
5500,714,incentive_viewed,2024-04-10 08:25:28,,{}
5501,768,receipt_scan_started,2024-06-03 10:47:22,,{}
5502,298,receipt_scan_started,2024-02-23 09:19:07,,{}
5503,298,receipt_scan_completed,2024-02-23 09:23:07,,{}
5504,743,receipt_scan_started,2024-04-19 10:47:16,,{}
5505,743,receipt_scan_completed,2024-04-19 10:51:16,,{}
5506,743,incentive_viewed,2024-04-19 10:01:16,,{}
5507,39,receipt_scan_started,2024-02-08 11:43:00,,{}
5508,39,receipt_scan_completed,2024-02-08 11:45:00,,{}
5509,756,receipt_scan_started,2024-01-25 09:50:18,,{}
5510,756,receipt_scan_completed,2024-01-25 09:55:18,,{}
5511,160,receipt_scan_started,2024-02-05 21:53:48,,{}
5512,160,receipt_scan_completed,2024-02-05 21:55:48,,{}
5513,160,incentive_viewed,2024-02-05 21:14:48,,{}
5514,843,receipt_scan_started,2024-05-05 20:27:11,,{}
5515,843,receipt_scan_completed,2024-05-05 20:32:11,,{}
5516,612,receipt_scan_started,2024-01-09 15:04:22,,{}
5517,612,receipt_scan_completed,2024-01-09 15:08:22,,{}
5518,612,incentive_viewed,2024-01-09 14:46:22,,{}
5519,883,receipt_scan_started,2024-03-19 17:29:36,,{}
5520,883,receipt_scan_completed,2024-03-19 17:31:36,,{}
5521,160,receipt_scan_started,2024-05-12 00:18:05,,{}
5522,160,receipt_scan_completed,2024-05-12 00:20:05,,{}
5523,165,receipt_scan_started,2024-04-10 15:45:36,,{}
5524,165,receipt_scan_completed,2024-04-10 15:50:36,,{}
5525,165,incentive_viewed,2024-04-10 14:50:36,,{}
5526,853,receipt_scan_started,2024-02-13 07:47:02,,{}
5527,853,incentive_viewed,2024-02-13 07:11:02,,{}
5528,555,receipt_scan_started,2024-01-05 08:45:34,,{}
5529,555,receipt_scan_completed,2024-01-05 08:49:34,,{}
5530,555,incentive_viewed,2024-01-05 07:49:34,,{}
5531,331,receipt_scan_started,2024-04-22 20:32:50,,{}
5532,331,incentive_viewed,2024-04-22 19:42:50,,{}
5533,150,receipt_scan_started,2024-06-19 08:38:55,,{}
5534,150,receipt_scan_completed,2024-06-19 08:41:55,,{}
5535,544,receipt_scan_started,2024-05-11 09:04:06,,{}
5536,544,receipt_scan_completed,2024-05-11 09:07:06,,{}
5537,544,incentive_viewed,2024-05-11 08:14:06,,{}
5538,477,receipt_scan_started,2024-04-27 18:11:30,,{}
5539,477,incentive_viewed,2024-04-27 17:18:30,,{}
5540,869,receipt_scan_started,2024-05-14 15:30:17,,{}
5541,869,receipt_scan_completed,2024-05-14 15:32:17,,{}
5542,869,incentive_viewed,2024-05-14 14:36:17,,{}
5543,667,receipt_scan_started,2024-04-13 15:38:27,,{}
5544,667,receipt_scan_completed,2024-04-13 15:42:27,,{}
5545,1009,receipt_scan_started,2024-06-15 19:40:48,,{}
5546,1009,receipt_scan_completed,2024-06-15 19:44:48,,{}
5547,1009,incentive_viewed,2024-06-15 18:44:48,,{}
5548,926,receipt_scan_started,2024-05-06 10:37:55,,{}
5549,926,receipt_scan_completed,2024-05-06 10:42:55,,{}
5550,926,incentive_viewed,2024-05-06 10:12:55,,{}
5551,108,receipt_scan_started,2024-06-14 21:09:23,,{}
5552,150,receipt_scan_started,2024-02-11 07:58:21,,{}
5553,150,receipt_scan_completed,2024-02-11 08:00:21,,{}
5554,640,receipt_scan_started,2024-04-07 09:56:07,,{}
5555,640,receipt_scan_completed,2024-04-07 09:59:07,,{}
5556,640,incentive_viewed,2024-04-07 09:47:07,,{}
5557,147,receipt_scan_started,2024-01-31 20:03:07,,{}
5558,147,incentive_viewed,2024-01-31 19:55:07,,{}
5559,287,receipt_scan_started,2024-01-27 16:44:45,,{}
5560,287,receipt_scan_completed,2024-01-27 16:46:45,,{}
5561,747,receipt_scan_started,2024-05-02 06:09:05,,{}
5562,121,receipt_scan_started,2024-01-26 18:57:57,,{}
5563,121,receipt_scan_completed,2024-01-26 19:00:57,,{}
5564,194,receipt_scan_started,2024-02-28 22:31:52,,{}
5565,194,receipt_scan_completed,2024-02-28 22:36:52,,{}
5566,194,incentive_viewed,2024-02-28 22:28:52,,{}
5567,153,receipt_scan_started,2024-04-26 17:20:54,,{}
5568,153,receipt_scan_completed,2024-04-26 17:21:54,,{}
5569,471,receipt_scan_started,2024-06-28 03:39:57,,{}
5570,471,receipt_scan_completed,2024-06-28 03:41:57,,{}
5571,471,incentive_viewed,2024-06-28 03:20:57,,{}
5572,253,receipt_scan_started,2024-03-10 16:02:33,,{}
5573,253,receipt_scan_completed,2024-03-10 16:03:33,,{}
5574,253,incentive_viewed,2024-03-10 15:22:33,,{}
5575,638,receipt_scan_started,2024-06-07 08:56:57,,{}
5576,638,receipt_scan_completed,2024-06-07 08:59:57,,{}
5577,925,receipt_scan_started,2024-06-19 21:42:15,,{}
5578,925,receipt_scan_completed,2024-06-19 21:44:15,,{}
5579,670,receipt_scan_started,2024-04-05 09:32:07,,{}
5580,670,receipt_scan_completed,2024-04-05 09:33:07,,{}
5581,436,receipt_scan_started,2024-06-24 19:15:38,,{}
5582,436,receipt_scan_completed,2024-06-24 19:20:38,,{}
5583,436,incentive_viewed,2024-06-24 19:12:38,,{}
5584,323,receipt_scan_started,2024-06-05 11:31:12,,{}
5585,323,receipt_scan_completed,2024-06-05 11:34:12,,{}
5586,450,receipt_scan_started,2024-03-02 20:12:16,,{}
5587,450,receipt_scan_completed,2024-03-02 20:15:16,,{}
5588,615,receipt_scan_started,2024-01-25 00:37:59,,{}
5589,615,receipt_scan_completed,2024-01-25 00:40:59,,{}
5590,773,receipt_scan_started,2024-01-16 15:57:40,,{}
5591,773,receipt_scan_completed,2024-01-16 16:02:40,,{}
5592,853,receipt_scan_started,2024-06-03 07:16:58,,{}
5593,853,receipt_scan_completed,2024-06-03 07:21:58,,{}
5594,853,incentive_viewed,2024-06-03 06:47:58,,{}
5595,741,receipt_scan_started,2024-04-09 13:01:56,,{}
5596,741,receipt_scan_completed,2024-04-09 13:06:56,,{}
5597,741,incentive_viewed,2024-04-09 12:41:56,,{}
5598,293,receipt_scan_started,2024-03-25 13:46:44,,{}
5599,293,receipt_scan_completed,2024-03-25 13:50:44,,{}
5600,293,incentive_viewed,2024-03-25 13:06:44,,{}
5601,927,receipt_scan_started,2024-04-10 20:18:31,,{}
5602,927,receipt_scan_completed,2024-04-10 20:20:31,,{}
5603,927,incentive_viewed,2024-04-10 19:21:31,,{}
5604,922,receipt_scan_started,2024-05-30 22:17:05,,{}
5605,922,receipt_scan_completed,2024-05-30 22:22:05,,{}
5606,1141,receipt_scan_started,2024-05-27 16:58:44,,{}
5607,1141,receipt_scan_completed,2024-05-27 17:01:44,,{}
5608,1002,receipt_scan_started,2024-05-23 18:20:09,,{}
5609,1002,receipt_scan_completed,2024-05-23 18:23:09,,{}
5610,1002,incentive_viewed,2024-05-23 17:46:09,,{}
5611,544,receipt_scan_started,2024-06-29 18:47:37,,{}
5612,544,receipt_scan_completed,2024-06-29 18:50:37,,{}
5613,576,receipt_scan_started,2024-03-02 16:08:00,,{}
5614,576,receipt_scan_completed,2024-03-02 16:11:00,,{}
5615,698,receipt_scan_started,2024-03-28 21:19:50,,{}
5616,698,receipt_scan_completed,2024-03-28 21:22:50,,{}
5617,919,receipt_scan_started,2024-02-22 12:18:02,,{}
5618,919,receipt_scan_completed,2024-02-22 12:20:02,,{}
5619,919,incentive_viewed,2024-02-22 11:22:02,,{}
5620,673,receipt_scan_started,2024-04-14 06:44:26,,{}
5621,673,receipt_scan_completed,2024-04-14 06:49:26,,{}
5622,226,receipt_scan_started,2024-01-18 13:39:28,,{}
5623,226,receipt_scan_completed,2024-01-18 13:40:28,,{}
5624,226,incentive_viewed,2024-01-18 13:22:28,,{}
5625,253,receipt_scan_started,2024-04-06 06:17:41,,{}
5626,253,receipt_scan_completed,2024-04-06 06:21:41,,{}
5627,107,receipt_scan_started,2024-05-05 07:07:41,,{}
5628,107,receipt_scan_completed,2024-05-05 07:12:41,,{}
5629,107,incentive_viewed,2024-05-05 07:02:41,,{}
5630,371,receipt_scan_started,2024-02-25 03:49:55,,{}
5631,371,receipt_scan_completed,2024-02-25 03:53:55,,{}
5632,888,receipt_scan_started,2024-03-23 08:04:48,,{}
5633,888,receipt_scan_completed,2024-03-23 08:07:48,,{}
5634,488,receipt_scan_started,2024-06-16 15:24:21,,{}
5635,488,receipt_scan_completed,2024-06-16 15:29:21,,{}
5636,488,incentive_viewed,2024-06-16 15:24:21,,{}
5637,991,receipt_scan_started,2024-03-05 15:02:22,,{}
5638,991,receipt_scan_completed,2024-03-05 15:07:22,,{}
5639,867,receipt_scan_started,2024-02-14 17:08:45,,{}
5640,867,receipt_scan_completed,2024-02-14 17:13:45,,{}
5641,821,receipt_scan_started,2024-04-11 00:30:09,,{}
5642,821,receipt_scan_completed,2024-04-11 00:32:09,,{}
5643,383,receipt_scan_started,2024-06-27 19:01:57,,{}
5644,383,receipt_scan_completed,2024-06-27 19:05:57,,{}
5645,383,incentive_viewed,2024-06-27 18:59:57,,{}
5646,794,receipt_scan_started,2024-05-22 06:32:45,,{}
5647,794,receipt_scan_completed,2024-05-22 06:36:45,,{}
5648,421,receipt_scan_started,2024-04-04 18:54:37,,{}
5649,421,receipt_scan_completed,2024-04-04 18:59:37,,{}
5650,136,receipt_scan_started,2024-06-13 07:11:19,,{}
5651,136,receipt_scan_completed,2024-06-13 07:14:19,,{}
5652,136,incentive_viewed,2024-06-13 06:46:19,,{}
5653,523,receipt_scan_started,2024-06-26 16:09:13,,{}
5654,523,receipt_scan_completed,2024-06-26 16:11:13,,{}
5655,160,receipt_scan_started,2024-04-14 06:20:19,,{}
5656,160,receipt_scan_completed,2024-04-14 06:24:19,,{}
5657,1126,receipt_scan_started,2024-01-17 19:34:39,,{}
5658,1126,receipt_scan_completed,2024-01-17 19:39:39,,{}
5659,716,receipt_scan_started,2024-01-04 19:37:59,,{}
5660,716,receipt_scan_completed,2024-01-04 19:39:59,,{}
5661,716,incentive_viewed,2024-01-04 18:53:59,,{}
5662,726,receipt_scan_started,2024-05-20 22:43:50,,{}
5663,726,receipt_scan_completed,2024-05-20 22:44:50,,{}
5664,726,incentive_viewed,2024-05-20 21:46:50,,{}
5665,1172,receipt_scan_started,2024-01-15 03:54:07,,{}
5666,1172,receipt_scan_completed,2024-01-15 03:55:07,,{}
5667,1172,incentive_viewed,2024-01-15 03:47:07,,{}
5668,56,receipt_scan_started,2024-03-29 20:32:51,,{}
5669,56,receipt_scan_completed,2024-03-29 20:34:51,,{}
5670,414,receipt_scan_started,2024-05-23 07:28:49,,{}
5671,414,receipt_scan_completed,2024-05-23 07:29:49,,{}
5672,414,incentive_viewed,2024-05-23 07:22:49,,{}
5673,710,receipt_scan_started,2024-06-25 08:18:17,,{}
5674,943,receipt_scan_started,2024-03-23 13:48:25,,{}
5675,943,receipt_scan_completed,2024-03-23 13:50:25,,{}
5676,656,receipt_scan_started,2024-04-01 08:01:10,,{}
5677,656,receipt_scan_completed,2024-04-01 08:04:10,,{}
5678,656,incentive_viewed,2024-04-01 07:41:10,,{}
5679,690,receipt_scan_started,2024-01-20 22:22:02,,{}
5680,690,receipt_scan_completed,2024-01-20 22:25:02,,{}
5681,153,receipt_scan_started,2024-02-06 08:43:17,,{}
5682,153,receipt_scan_completed,2024-02-06 08:45:17,,{}
5683,153,incentive_viewed,2024-02-06 08:05:17,,{}
5684,768,receipt_scan_started,2024-03-06 14:46:42,,{}
5685,768,receipt_scan_completed,2024-03-06 14:50:42,,{}
5686,375,receipt_scan_started,2024-02-10 06:18:29,,{}
5687,375,receipt_scan_completed,2024-02-10 06:23:29,,{}
5688,567,receipt_scan_started,2024-06-25 15:15:14,,{}
5689,567,receipt_scan_completed,2024-06-25 15:17:14,,{}
5690,567,incentive_viewed,2024-06-25 15:12:14,,{}
5691,150,receipt_scan_started,2024-02-17 18:18:20,,{}
5692,970,receipt_scan_started,2024-01-04 19:47:29,,{}
5693,970,receipt_scan_completed,2024-01-04 19:50:29,,{}
5694,667,receipt_scan_started,2024-05-14 16:09:16,,{}
5695,667,receipt_scan_completed,2024-05-14 16:13:16,,{}
5696,1117,receipt_scan_started,2024-01-23 19:03:48,,{}
5697,1117,receipt_scan_completed,2024-01-23 19:05:48,,{}
5698,1098,receipt_scan_started,2024-01-19 14:45:13,,{}
5699,1098,receipt_scan_completed,2024-01-19 14:46:13,,{}
5700,1098,incentive_viewed,2024-01-19 14:28:13,,{}
5701,630,receipt_scan_started,2024-03-16 23:57:25,,{}
5702,630,receipt_scan_completed,2024-03-17 00:02:25,,{}
5703,600,receipt_scan_started,2024-05-23 12:03:30,,{}
5704,600,receipt_scan_completed,2024-05-23 12:04:30,,{}
5705,600,incentive_viewed,2024-05-23 11:11:30,,{}
5706,222,receipt_scan_started,2024-04-23 19:54:19,,{}
5707,222,receipt_scan_completed,2024-04-23 19:57:19,,{}
5708,816,receipt_scan_started,2024-05-12 16:16:13,,{}
5709,816,receipt_scan_completed,2024-05-12 16:21:13,,{}
5710,816,incentive_viewed,2024-05-12 16:01:13,,{}
5711,642,receipt_scan_started,2024-03-06 09:58:05,,{}
5712,642,receipt_scan_completed,2024-03-06 10:00:05,,{}
5713,925,receipt_scan_started,2024-04-26 09:03:13,,{}
5714,925,receipt_scan_completed,2024-04-26 09:06:13,,{}
5715,656,receipt_scan_started,2024-06-06 08:34:44,,{}
5716,656,receipt_scan_completed,2024-06-06 08:36:44,,{}
5717,1019,receipt_scan_started,2024-04-06 12:49:37,,{}
5718,653,receipt_scan_started,2024-04-03 12:58:43,,{}
5719,653,receipt_scan_completed,2024-04-03 13:03:43,,{}
5720,253,receipt_scan_started,2024-03-09 15:25:11,,{}
5721,253,receipt_scan_completed,2024-03-09 15:26:11,,{}
5722,419,receipt_scan_started,2024-01-14 06:19:14,,{}
5723,419,receipt_scan_completed,2024-01-14 06:21:14,,{}
5724,253,receipt_scan_started,2024-04-15 16:56:27,,{}
5725,253,receipt_scan_completed,2024-04-15 16:58:27,,{}
5726,94,receipt_scan_started,2024-06-29 10:47:44,,{}
5727,94,receipt_scan_completed,2024-06-29 10:48:44,,{}
5728,253,receipt_scan_started,2024-06-24 22:44:47,,{}
5729,253,receipt_scan_completed,2024-06-24 22:47:47,,{}
5730,2,receipt_scan_started,2024-05-15 09:20:00,,{}
5731,2,receipt_scan_completed,2024-05-15 09:23:00,,{}
5732,2,incentive_viewed,2024-05-15 08:44:00,,{}
5733,194,receipt_scan_started,2024-04-28 09:35:36,,{}
5734,194,receipt_scan_completed,2024-04-28 09:37:36,,{}
5735,1140,receipt_scan_started,2024-06-08 12:21:32,,{}
5736,1140,receipt_scan_completed,2024-06-08 12:24:32,,{}
5737,1140,incentive_viewed,2024-06-08 11:42:32,,{}
5738,1108,receipt_scan_started,2024-06-16 07:21:18,,{}
5739,1108,receipt_scan_completed,2024-06-16 07:22:18,,{}
5740,1170,receipt_scan_started,2024-02-26 20:47:06,,{}
5741,1170,receipt_scan_completed,2024-02-26 20:48:06,,{}
5742,287,receipt_scan_started,2024-01-02 03:38:56,,{}
5743,287,receipt_scan_completed,2024-01-02 03:42:56,,{}
5744,906,receipt_scan_started,2024-04-14 15:13:38,,{}
5745,906,receipt_scan_completed,2024-04-14 15:14:38,,{}
5746,1091,receipt_scan_started,2024-05-09 06:18:49,,{}
5747,1091,receipt_scan_completed,2024-05-09 06:22:49,,{}
5748,659,receipt_scan_started,2024-03-07 16:18:06,,{}
5749,659,receipt_scan_completed,2024-03-07 16:19:06,,{}
5750,1008,receipt_scan_started,2024-04-28 13:50:36,,{}
5751,1008,receipt_scan_completed,2024-04-28 13:52:36,,{}
5752,964,receipt_scan_started,2024-01-22 21:11:29,,{}
5753,964,receipt_scan_completed,2024-01-22 21:12:29,,{}
5754,964,incentive_viewed,2024-01-22 20:56:29,,{}
5755,19,receipt_scan_started,2024-03-30 17:12:00,,{}
5756,19,receipt_scan_completed,2024-03-30 17:14:00,,{}
5757,347,receipt_scan_started,2024-05-26 23:35:11,,{}
5758,442,receipt_scan_started,2024-04-13 09:22:21,,{}
5759,442,receipt_scan_completed,2024-04-13 09:27:21,,{}
5760,1135,receipt_scan_started,2024-04-05 08:25:06,,{}
5761,1135,receipt_scan_completed,2024-04-05 08:28:06,,{}
5762,124,receipt_scan_started,2024-04-25 11:46:23,,{}
5763,124,receipt_scan_completed,2024-04-25 11:51:23,,{}
5764,124,incentive_viewed,2024-04-25 11:29:23,,{}
5765,619,receipt_scan_started,2024-05-01 07:21:40,,{}
5766,204,receipt_scan_started,2024-05-05 14:39:07,,{}
5767,204,receipt_scan_completed,2024-05-05 14:44:07,,{}
5768,856,receipt_scan_started,2024-01-15 17:46:19,,{}
5769,856,receipt_scan_completed,2024-01-15 17:51:19,,{}
5770,512,receipt_scan_started,2024-06-30 09:04:12,,{}
5771,512,receipt_scan_completed,2024-06-30 09:08:12,,{}
5772,512,incentive_viewed,2024-06-30 08:41:12,,{}
5773,635,receipt_scan_started,2024-06-18 12:56:32,,{}
5774,635,receipt_scan_completed,2024-06-18 13:00:32,,{}
5775,635,incentive_viewed,2024-06-18 12:00:32,,{}
5776,906,receipt_scan_started,2024-06-13 08:41:18,,{}
5777,1117,receipt_scan_started,2024-01-24 16:50:50,,{}
5778,1009,receipt_scan_started,2024-06-06 07:27:09,,{}
5779,1009,receipt_scan_completed,2024-06-06 07:29:09,,{}
5780,1009,incentive_viewed,2024-06-06 07:20:09,,{}
5781,514,receipt_scan_started,2024-04-01 21:11:13,,{}
5782,514,receipt_scan_completed,2024-04-01 21:15:13,,{}
5783,517,receipt_scan_started,2024-01-10 15:35:57,,{}
5784,517,receipt_scan_completed,2024-01-10 15:36:57,,{}
5785,806,receipt_scan_started,2024-01-12 22:31:19,,{}
5786,806,receipt_scan_completed,2024-01-12 22:35:19,,{}
5787,755,receipt_scan_started,2024-06-07 21:34:57,,{}
5788,755,receipt_scan_completed,2024-06-07 21:39:57,,{}
5789,320,receipt_scan_started,2024-03-20 08:26:40,,{}
5790,320,incentive_viewed,2024-03-20 07:48:40,,{}
5791,637,receipt_scan_started,2024-02-03 09:30:09,,{}
5792,637,receipt_scan_completed,2024-02-03 09:33:09,,{}
5793,634,receipt_scan_started,2024-04-18 18:34:08,,{}
5794,634,receipt_scan_completed,2024-04-18 18:35:08,,{}
5795,179,receipt_scan_started,2024-02-06 06:27:35,,{}
5796,179,receipt_scan_completed,2024-02-06 06:32:35,,{}
5797,179,incentive_viewed,2024-02-06 06:27:35,,{}
5798,634,receipt_scan_started,2024-02-06 18:05:14,,{}
5799,634,receipt_scan_completed,2024-02-06 18:09:14,,{}
5800,1047,receipt_scan_started,2024-01-14 14:30:33,,{}
5801,1047,receipt_scan_completed,2024-01-14 14:35:33,,{}
5802,301,receipt_scan_started,2024-02-11 23:06:13,,{}
5803,301,receipt_scan_completed,2024-02-11 23:10:13,,{}
5804,498,receipt_scan_started,2024-03-31 06:36:36,,{}
5805,498,receipt_scan_completed,2024-03-31 06:37:36,,{}
5806,498,incentive_viewed,2024-03-31 06:10:36,,{}
5807,1102,receipt_scan_started,2024-02-25 16:23:59,,{}
5808,1102,receipt_scan_completed,2024-02-25 16:28:59,,{}
5809,1102,incentive_viewed,2024-02-25 15:31:59,,{}
5810,896,receipt_scan_started,2024-03-20 19:12:28,,{}
5811,896,receipt_scan_completed,2024-03-20 19:16:28,,{}
5812,714,receipt_scan_started,2024-05-18 23:46:16,,{}
5813,714,receipt_scan_completed,2024-05-18 23:51:16,,{}
5814,1009,receipt_scan_started,2024-02-13 14:28:55,,{}
5815,1009,receipt_scan_completed,2024-02-13 14:32:55,,{}
5816,299,receipt_scan_started,2024-06-11 04:55:56,,{}
5817,299,receipt_scan_completed,2024-06-11 04:57:56,,{}
5818,299,incentive_viewed,2024-06-11 03:58:56,,{}
5819,3,receipt_scan_started,2024-04-21 09:25:47,,{}
5820,3,receipt_scan_completed,2024-04-21 09:27:47,,{}
5821,616,receipt_scan_started,2024-01-21 18:54:47,,{}
5822,616,receipt_scan_completed,2024-01-21 18:58:47,,{}
5823,253,receipt_scan_started,2024-05-11 22:10:15,,{}
5824,253,receipt_scan_completed,2024-05-11 22:11:15,,{}
5825,372,receipt_scan_started,2024-03-08 17:26:24,,{}
5826,372,receipt_scan_completed,2024-03-08 17:29:24,,{}
5827,372,incentive_viewed,2024-03-08 17:06:24,,{}
5828,153,receipt_scan_started,2024-01-13 13:35:25,,{}
5829,153,receipt_scan_completed,2024-01-13 13:40:25,,{}
5830,153,incentive_viewed,2024-01-13 12:41:25,,{}
5831,194,receipt_scan_started,2024-01-30 18:16:27,,{}
5832,194,receipt_scan_completed,2024-01-30 18:20:27,,{}
5833,65,receipt_scan_started,2024-06-13 16:56:04,,{}
5834,65,receipt_scan_completed,2024-06-13 17:01:04,,{}
5835,544,receipt_scan_started,2024-02-21 11:00:56,,{}
5836,544,receipt_scan_completed,2024-02-21 11:02:56,,{}
5837,714,receipt_scan_started,2024-01-11 19:29:07,,{}
5838,714,receipt_scan_completed,2024-01-11 19:31:07,,{}
5839,819,receipt_scan_started,2024-01-01 19:17:48,,{}
5840,819,receipt_scan_completed,2024-01-01 19:18:48,,{}
5841,1077,receipt_scan_started,2024-02-23 10:55:34,,{}
5842,1077,receipt_scan_completed,2024-02-23 10:57:34,,{}
5843,25,receipt_scan_started,2024-05-18 16:00:49,,{}
5844,25,receipt_scan_completed,2024-05-18 16:03:49,,{}
5845,25,incentive_viewed,2024-05-18 15:32:49,,{}
5846,424,receipt_scan_started,2024-02-20 13:09:06,,{}
5847,424,receipt_scan_completed,2024-02-20 13:14:06,,{}
5848,301,receipt_scan_started,2024-05-26 20:53:46,,{}
5849,301,receipt_scan_completed,2024-05-26 20:58:46,,{}
5850,301,incentive_viewed,2024-05-26 20:00:46,,{}
5851,1164,receipt_scan_started,2024-02-01 17:36:37,,{}
5852,1164,incentive_viewed,2024-02-01 17:07:37,,{}
5853,619,receipt_scan_started,2024-06-09 17:49:34,,{}
5854,619,receipt_scan_completed,2024-06-09 17:54:34,,{}
5855,502,receipt_scan_started,2024-04-04 21:57:02,,{}
5856,502,receipt_scan_completed,2024-04-04 21:58:02,,{}
5857,677,receipt_scan_started,2024-03-26 13:26:41,,{}
5858,677,receipt_scan_completed,2024-03-26 13:29:41,,{}
5859,947,receipt_scan_started,2024-02-28 16:04:34,,{}
5860,947,receipt_scan_completed,2024-02-28 16:07:34,,{}
5861,947,incentive_viewed,2024-02-28 15:16:34,,{}
5862,895,receipt_scan_started,2024-03-12 20:10:00,,{}
5863,895,receipt_scan_completed,2024-03-12 20:14:00,,{}
5864,895,incentive_viewed,2024-03-12 19:35:00,,{}
5865,602,receipt_scan_started,2024-02-20 01:08:41,,{}
5866,602,receipt_scan_completed,2024-02-20 01:10:41,,{}
5867,602,incentive_viewed,2024-02-20 00:19:41,,{}
5868,150,receipt_scan_started,2024-02-07 13:45:59,,{}
5869,253,receipt_scan_started,2024-03-25 11:50:14,,{}
5870,253,receipt_scan_completed,2024-03-25 11:55:14,,{}
5871,253,incentive_viewed,2024-03-25 11:13:14,,{}
5872,517,receipt_scan_started,2024-04-11 06:35:32,,{}
5873,517,receipt_scan_completed,2024-04-11 06:36:32,,{}
5874,517,incentive_viewed,2024-04-11 06:23:32,,{}
5875,1125,receipt_scan_started,2024-03-17 16:23:18,,{}
5876,1125,receipt_scan_completed,2024-03-17 16:28:18,,{}
5877,1125,incentive_viewed,2024-03-17 16:23:18,,{}
5878,793,receipt_scan_started,2024-04-05 19:37:32,,{}
5879,793,receipt_scan_completed,2024-04-05 19:38:32,,{}
5880,194,receipt_scan_started,2024-01-15 18:27:48,,{}
5881,194,receipt_scan_completed,2024-01-15 18:30:48,,{}
5882,1067,receipt_scan_started,2024-01-21 05:57:01,,{}
5883,1067,receipt_scan_completed,2024-01-21 06:00:01,,{}
5884,971,receipt_scan_started,2024-02-10 18:12:30,,{}
5885,971,receipt_scan_completed,2024-02-10 18:13:30,,{}
5886,971,incentive_viewed,2024-02-10 18:03:30,,{}
5887,253,receipt_scan_started,2024-03-12 04:30:05,,{}
