purchase_id,user_id,product_id,quantity,price_paid,points_earned,purchased_at,day_of_week,hour_of_day
1648,350,57,1,5.03,25,2024-06-01 11:02:56,Saturday,11
1649,746,11,1,6.51,20,2024-05-12 10:45:57,Sunday,10
1650,891,69,1,4.82,10,2024-04-02 18:04:24,Tuesday,18
1651,1064,77,4,9.12,9,2024-03-30 07:02:20,Saturday,7
1652,597,99,2,11.56,58,2024-05-12 06:57:54,Sunday,6
1653,784,18,1,2.73,5,2024-06-11 16:22:50,Tuesday,16
1654,943,38,2,17.69,53,2024-06-24 19:14:56,Monday,19
1655,106,55,1,4.77,14,2024-06-18 12:57:58,Tuesday,12
1656,911,100,1,7.94,8,2024-05-30 06:01:09,Thursday,6
1657,123,22,3,21.87,109,2024-06-27 07:32:06,Thursday,7
1658,1016,52,1,5.87,18,2024-05-31 17:30:04,Friday,17
1659,275,54,1,4.08,20,2024-05-05 20:03:34,Sunday,20
1660,359,8,2,15.3,31,2024-02-20 22:24:09,Tuesday,22
1661,450,72,1,9.56,10,2024-05-11 11:36:43,Saturday,11
1662,175,47,1,3.26,3,2024-04-24 15:23:03,Wednesday,15
1663,231,74,1,4.43,4,2024-05-31 04:30:57,Friday,4
1664,160,45,1,3.53,18,2024-05-24 12:09:28,Friday,12
1665,47,57,1,4.93,25,2024-03-10 03:23:59,Sunday,3
1666,356,91,1,8.12,8,2024-05-15 08:04:31,Wednesday,8
1667,572,53,1,5.17,26,2024-03-20 08:25:58,Wednesday,8
1668,1016,45,1,3.22,16,2024-02-18 13:52:25,Sunday,13
1669,816,22,1,7.07,35,2024-05-10 15:43:25,Friday,15
1670,624,95,3,27.67,55,2024-02-18 16:17:57,Sunday,16
1671,58,70,1,4.13,8,2024-01-30 16:43:14,Tuesday,16
1672,582,37,1,6.84,34,2024-03-10 10:46:36,Sunday,10
1673,8,22,1,6.93,35,2024-04-26 21:33:58,Friday,21
1674,706,52,4,23.27,70,2024-06-12 14:55:04,Wednesday,14
1675,385,92,1,3.74,4,2024-05-18 22:40:11,Saturday,22
1676,39,67,4,29.88,90,2024-01-14 15:44:50,Sunday,15
1677,759,4,2,20.24,20,2024-04-25 13:12:55,Thursday,13
1678,889,97,2,7.34,22,2024-02-16 03:45:55,Friday,3
1679,551,97,1,3.51,11,2024-05-22 11:18:32,Wednesday,11
1680,648,42,1,2.16,2,2024-04-12 18:20:00,Friday,18
1681,1147,100,1,8.25,8,2024-06-24 14:00:43,Monday,14
1682,254,47,2,6.64,7,2024-06-21 09:36:26,Friday,9
1683,932,43,1,4.18,21,2024-06-15 08:24:18,Saturday,8
1684,792,16,1,5.12,10,2024-04-08 13:38:16,Monday,13
1685,611,5,1,8.6,43,2024-04-26 07:57:38,Friday,7
1686,1126,8,3,22.85,46,2024-06-17 19:26:54,Monday,19
1687,261,50,1,4.13,12,2024-02-08 15:02:15,Thursday,15
1688,694,36,1,7.94,24,2024-06-11 16:22:05,Tuesday,16
1689,45,12,3,22.48,112,2024-03-18 16:10:40,Monday,16
1690,998,61,3,25.94,130,2024-05-28 07:42:09,Tuesday,7
1691,1002,25,2,12.71,38,2024-04-16 05:41:26,Tuesday,5
1692,132,4,2,19.37,19,2024-03-22 16:31:39,Friday,16
1693,957,100,1,8.02,8,2024-01-06 19:03:34,Saturday,19
1694,267,4,1,10.16,10,2024-01-20 09:01:54,Saturday,9
1695,930,16,1,3.73,7,2024-01-13 07:53:26,Saturday,7
1696,699,5,2,17.79,89,2024-02-20 09:23:16,Tuesday,9
1697,864,29,4,8.69,9,2024-04-27 06:24:11,Saturday,6
1698,508,84,1,3.8,4,2024-01-04 13:09:04,Thursday,13
1699,169,29,2,4.45,4,2024-01-17 21:24:41,Wednesday,21
1700,457,39,1,5.12,10,2024-03-13 22:11:00,Wednesday,22
1701,415,35,1,2.48,2,2024-05-15 10:26:21,Wednesday,10
1702,769,6,2,16.49,49,2024-04-26 19:51:11,Friday,19
1703,1144,70,5,21.04,42,2024-01-04 16:36:52,Thursday,16
1704,593,26,1,7.08,35,2024-06-24 17:32:34,Monday,17
1705,403,17,1,9.55,29,2024-04-29 15:15:55,Monday,15
1706,475,43,1,4.29,21,2024-04-28 22:19:49,Sunday,22
1707,82,94,1,3.25,16,2024-01-22 04:42:44,Monday,4
1708,894,95,1,9.42,19,2024-02-28 21:55:45,Wednesday,21
1709,245,38,1,8.57,26,2024-02-22 18:13:44,Thursday,18
1710,41,64,1,6.2,19,2024-03-06 22:31:05,Wednesday,22
1711,793,73,1,5.71,11,2024-01-30 07:16:49,Tuesday,7
1712,132,86,1,3.38,10,2024-05-19 16:00:37,Sunday,16
1713,183,32,1,6.59,33,2024-03-05 14:16:01,Tuesday,14
1714,147,26,1,6.9,34,2024-04-22 19:28:15,Monday,19
1715,198,33,2,16.53,17,2024-05-10 16:58:38,Friday,16
1716,75,24,3,19.93,60,2024-03-25 15:49:11,Monday,15
1717,736,43,1,4.26,21,2024-01-12 13:50:54,Friday,13
1718,649,57,2,10.06,50,2024-06-07 08:25:39,Friday,8
1719,784,90,3,12.7,38,2024-04-20 05:21:45,Saturday,5
1720,758,56,1,3.81,4,2024-05-16 22:46:54,Thursday,22
1721,45,78,2,19.97,40,2024-01-14 18:44:14,Sunday,18
1722,656,58,1,7.58,23,2024-02-22 10:45:48,Thursday,10
1723,800,43,3,12.67,63,2024-06-25 15:59:41,Tuesday,15
1724,1139,73,1,3.7,7,2024-06-03 14:03:51,Monday,14
1725,884,61,2,17.57,88,2024-01-30 09:56:17,Tuesday,9
1726,502,25,3,18.74,56,2024-01-02 13:27:09,Tuesday,13
1727,399,54,3,11.84,59,2024-03-16 17:28:21,Saturday,17
1728,974,51,1,5.84,6,2024-01-13 20:26:53,Saturday,20
1729,279,97,1,3.58,11,2024-06-13 09:40:56,Thursday,9
1730,13,66,1,3.95,20,2024-03-22 16:13:14,Friday,16
1731,656,16,1,5.18,10,2024-02-25 17:34:37,Sunday,17
1732,1107,88,1,2.92,9,2024-01-27 15:33:51,Saturday,15
1733,1088,56,1,2.58,3,2024-02-28 08:40:21,Wednesday,8
1734,934,97,1,2.51,8,2024-03-02 18:55:23,Saturday,18
1735,1018,28,2,4.4,13,2024-06-28 06:41:29,Friday,6
1736,375,12,4,29.44,147,2024-02-02 08:15:19,Friday,8
1737,863,8,1,7.42,15,2024-02-24 21:35:46,Saturday,21
1738,619,18,1,2.74,5,2024-05-28 08:47:33,Tuesday,8
1739,1097,77,1,2.32,2,2024-03-15 15:32:04,Friday,15
1740,83,6,1,6.68,20,2024-04-17 09:19:08,Wednesday,9
1741,548,2,4,21.61,108,2024-04-24 13:18:53,Wednesday,13
1742,1141,14,1,5.22,26,2024-01-29 16:57:40,Monday,16
1743,889,22,1,7.01,35,2024-02-23 14:59:16,Friday,14
1744,539,16,1,5.27,11,2024-03-03 16:37:57,Sunday,16
1745,541,86,1,3.04,9,2024-06-02 13:06:01,Sunday,13
1746,949,19,1,9.17,18,2024-03-12 11:33:18,Tuesday,11
1747,150,43,1,4.07,20,2024-04-27 14:39:41,Saturday,14
1748,560,76,1,3.17,3,2024-03-08 06:48:37,Friday,6
1749,661,33,1,8.48,8,2024-06-01 16:22:44,Saturday,16
1750,724,8,1,7.47,15,2024-03-24 08:55:19,Sunday,8
1751,1044,82,1,7.12,14,2024-06-28 22:02:43,Friday,22
1752,988,81,2,8.06,16,2024-03-27 11:55:14,Wednesday,11
1753,541,40,1,2.13,4,2024-05-29 20:54:15,Wednesday,20
1754,667,56,1,3.66,4,2024-05-02 20:41:45,Thursday,20
1755,258,57,4,12.8,64,2024-06-09 07:08:58,Sunday,7
1756,667,16,1,4.31,9,2024-04-30 19:21:33,Tuesday,19
1757,1154,10,1,7.01,14,2024-03-11 13:41:34,Monday,13
1758,1015,93,1,7.22,22,2024-05-26 19:21:30,Sunday,19
1759,76,31,1,4.76,5,2024-05-09 13:35:19,Thursday,13
1760,109,53,1,4.97,25,2024-04-08 10:22:21,Monday,10
1761,747,26,1,6.16,31,2024-01-07 12:47:25,Sunday,12
1762,323,57,3,15.12,76,2024-02-27 13:52:00,Tuesday,13
1763,362,78,1,9.66,19,2024-02-18 12:08:18,Sunday,12
1764,30,51,1,5.66,6,2024-06-12 17:43:52,Wednesday,17
1765,448,19,1,9.17,18,2024-05-29 11:14:06,Wednesday,11
1766,667,64,1,6.33,19,2024-03-14 21:13:40,Thursday,21
1767,1034,39,1,5.6,11,2024-02-03 01:47:38,Saturday,1
1768,253,80,1,8.83,44,2024-04-26 01:16:09,Friday,1
1769,552,14,3,16.01,80,2024-04-10 20:02:14,Wednesday,20
1770,613,20,2,10.53,53,2024-02-14 12:19:46,Wednesday,12
1771,36,60,1,6.17,12,2024-01-02 22:33:41,Tuesday,22
1772,1134,91,3,24.11,24,2024-03-06 20:35:34,Wednesday,20
1773,84,81,1,4.02,8,2024-02-17 02:55:05,Saturday,2
1774,887,38,1,8.57,26,2024-06-03 09:10:03,Monday,9
1775,168,60,3,22.15,44,2024-06-17 11:50:18,Monday,11
1776,174,70,3,12.64,25,2024-02-21 14:21:49,Wednesday,14
1777,714,17,1,6.44,19,2024-03-13 19:22:20,Wednesday,19
1778,280,9,2,17.86,89,2024-05-07 19:57:30,Tuesday,19
1779,673,44,2,13.8,28,2024-01-06 08:48:08,Saturday,8
1780,1037,97,1,3.64,11,2024-02-19 07:52:41,Monday,7
1781,919,85,1,9.71,49,2024-06-01 18:01:03,Saturday,18
1782,869,59,3,10.72,21,2024-01-25 20:51:51,Thursday,20
1783,736,96,1,3.53,18,2024-01-31 09:25:12,Wednesday,9
1784,177,86,2,7.01,21,2024-03-14 18:55:54,Thursday,18
1785,26,10,4,26.85,54,2024-06-08 17:25:38,Saturday,17
1786,1059,3,1,3.36,3,2024-05-25 14:38:56,Saturday,14
1787,1061,27,1,5.28,26,2024-03-13 17:45:28,Wednesday,17
1788,1072,33,1,7.04,7,2024-02-13 08:24:49,Tuesday,8
1789,583,83,1,8.45,8,2024-02-23 22:38:14,Friday,22
1790,1141,35,1,2.45,2,2024-05-10 01:15:27,Friday,1
1791,180,58,1,9.13,27,2024-01-19 16:04:02,Friday,16
1792,873,58,1,9.18,28,2024-03-09 14:55:01,Saturday,14
1793,943,96,1,3.49,17,2024-05-16 20:01:50,Thursday,20
1794,253,95,1,9.55,19,2024-02-25 12:12:01,Sunday,12
1795,60,68,1,8.03,24,2024-02-11 11:26:52,Sunday,11
1796,598,28,1,2.15,6,2024-06-05 17:33:27,Wednesday,17
1797,290,10,1,7.01,14,2024-04-20 09:08:16,Saturday,9
1798,253,8,2,14.7,29,2024-03-26 18:37:49,Tuesday,18
1799,253,97,1,2.79,8,2024-01-02 20:19:21,Tuesday,20
1800,582,94,1,4.36,22,2024-05-05 11:31:20,Sunday,11
1801,584,21,1,8.39,17,2024-06-05 17:58:29,Wednesday,17
1802,1170,7,1,2.61,3,2024-01-10 07:19:30,Wednesday,7
1803,911,79,1,2.73,8,2024-01-01 21:25:22,Monday,21
1804,619,15,2,14.72,74,2024-03-09 08:18:44,Saturday,8
1805,466,94,1,4.36,22,2024-03-30 12:15:28,Saturday,12
1806,287,9,1,9.11,46,2024-05-15 14:49:26,Wednesday,14
1807,42,20,3,15.77,79,2024-05-25 16:22:53,Saturday,16
1808,756,35,1,2.39,2,2024-06-27 19:11:39,Thursday,19
1809,175,60,1,7.12,14,2024-01-06 18:17:27,Saturday,18
1810,390,66,1,4.08,20,2024-02-03 16:29:35,Saturday,16
1811,1011,20,1,5.33,27,2024-01-17 08:47:02,Wednesday,8
1812,339,81,1,4.04,8,2024-01-01 20:04:04,Monday,20
1813,492,10,3,20.03,40,2024-05-29 08:59:49,Wednesday,8
1814,383,47,1,3.24,3,2024-03-08 16:42:48,Friday,16
1815,148,16,1,5.19,10,2024-03-23 20:05:10,Saturday,20
1816,808,48,1,6.97,14,2024-04-29 11:24:18,Monday,11
1817,56,7,1,2.57,3,2024-05-23 19:28:25,Thursday,19
1818,736,63,1,2.2,11,2024-05-07 12:05:17,Tuesday,12
1819,943,40,1,2.1,4,2024-05-03 01:29:48,Friday,1
1820,1050,52,1,5.91,18,2024-01-01 22:33:29,Monday,22
1821,1011,64,5,30.98,93,2024-03-04 13:43:35,Monday,13
1822,1158,27,1,5.05,25,2024-02-15 09:59:56,Thursday,9
1823,64,15,4,21.05,105,2024-03-13 18:43:40,Wednesday,18
1824,1037,23,1,3.41,17,2024-04-04 08:35:42,Thursday,8
1825,355,61,2,16.95,85,2024-05-13 09:28:18,Monday,9
1826,208,18,3,8.08,16,2024-06-22 15:36:20,Saturday,15
1827,254,55,3,14.44,43,2024-01-31 17:07:38,Wednesday,17
1828,641,32,1,6.85,34,2024-02-09 13:24:39,Friday,13
1829,449,40,1,2.16,4,2024-06-08 08:44:38,Saturday,8
1830,846,45,1,3.9,20,2024-06-13 17:42:26,Thursday,17
1831,1160,69,6,29.32,59,2024-03-08 14:35:52,Friday,14
1832,157,25,1,6.43,19,2024-01-24 17:32:18,Wednesday,17
1833,155,91,1,8.11,8,2024-01-29 19:03:23,Monday,19
1834,889,66,2,8.22,41,2024-06-06 14:22:08,Thursday,14
1835,763,75,1,6.68,7,2024-04-12 12:52:01,Friday,12
1836,1089,13,4,20.93,21,2024-05-27 13:41:39,Monday,13
1837,1114,39,1,5.6,11,2024-03-15 21:44:03,Friday,21
1838,850,69,2,9.52,19,2024-06-06 21:25:44,Thursday,21
1839,667,5,2,17.21,86,2024-02-17 06:05:49,Saturday,6
1840,270,88,6,17.45,52,2024-03-04 17:40:06,Monday,17
1841,270,71,1,2.36,7,2024-01-07 16:21:34,Sunday,16
1842,169,94,4,18.3,92,2024-04-06 07:09:37,Saturday,7
1843,702,67,1,7.32,22,2024-04-14 09:42:24,Sunday,9
1844,180,82,1,7.02,14,2024-01-07 00:52:14,Sunday,0
1845,1011,83,1,8.24,8,2024-06-24 22:56:49,Monday,22
1846,1011,98,1,2.77,3,2024-02-07 08:13:12,Wednesday,8
1847,768,31,1,4.68,5,2024-04-14 11:05:44,Sunday,11
1848,666,55,2,9.56,29,2024-03-21 01:50:49,Thursday,1
1849,782,8,1,7.39,15,2024-06-04 18:01:37,Tuesday,18
1850,327,68,1,7.97,24,2024-01-02 17:21:43,Tuesday,17
1851,1142,20,1,5.4,27,2024-01-30 19:27:23,Tuesday,19
1852,605,80,2,12.61,63,2024-05-03 16:40:24,Friday,16
1853,879,27,1,5.31,27,2024-06-26 15:04:41,Wednesday,15
1854,724,96,2,7.17,36,2024-03-18 12:09:07,Monday,12
1855,575,55,1,5.0,15,2024-01-09 22:34:34,Tuesday,22
1856,1079,82,5,35.23,70,2024-05-03 12:35:38,Friday,12
1857,738,40,1,2.11,4,2024-04-29 20:01:46,Monday,20
1858,1079,59,2,7.25,14,2024-06-27 08:31:36,Thursday,8
1859,164,15,1,7.66,38,2024-01-05 10:25:32,Friday,10
1860,466,58,3,28.48,85,2024-03-27 11:11:39,Wednesday,11
1861,1086,74,3,13.79,14,2024-03-30 06:52:01,Saturday,6
1862,380,81,1,4.12,8,2024-01-01 06:36:45,Monday,6
1863,557,52,2,11.8,35,2024-04-04 07:06:26,Thursday,7
1864,273,52,2,11.71,35,2024-06-15 19:21:53,Saturday,19
1865,593,98,1,2.76,3,2024-06-25 13:18:09,Tuesday,13
1866,362,18,1,2.67,5,2024-04-21 18:27:20,Sunday,18
1867,253,18,1,2.75,6,2024-06-29 12:50:13,Saturday,12
1868,772,16,1,5.24,10,2024-04-21 15:39:19,Sunday,15
1869,411,97,1,3.55,11,2024-02-01 20:32:00,Thursday,20
1870,1168,1,1,4.11,21,2024-01-14 17:09:22,Sunday,17
1871,793,98,1,2.7,3,2024-01-04 09:42:26,Thursday,9
1872,362,57,2,10.23,51,2024-04-16 17:37:37,Tuesday,17
1873,89,58,1,9.53,29,2024-01-22 17:07:29,Monday,17
1874,774,60,1,7.4,15,2024-04-05 16:25:27,Friday,16
1875,195,10,1,6.65,13,2024-02-20 21:33:59,Tuesday,21
1876,544,75,2,13.23,13,2024-03-16 10:46:23,Saturday,10
1877,519,63,1,2.29,11,2024-05-13 22:41:44,Monday,22
1878,287,67,1,7.35,22,2024-06-02 17:57:58,Sunday,17
1879,974,39,1,5.8,12,2024-06-06 11:30:51,Thursday,11
1880,15,57,1,5.02,25,2024-04-15 06:03:29,Monday,6
1881,1111,2,1,5.47,27,2024-01-14 16:27:18,Sunday,16
1882,823,86,5,16.98,51,2024-03-24 06:51:08,Sunday,6
1883,287,74,2,9.22,9,2024-04-30 16:04:07,Tuesday,16
1884,564,60,1,7.25,14,2024-04-27 18:50:09,Saturday,18
1885,724,87,1,6.42,13,2024-02-24 08:31:22,Saturday,8
1886,896,49,1,8.19,41,2024-04-30 06:31:07,Tuesday,6
1887,667,86,1,3.45,10,2024-06-01 18:48:38,Saturday,18
1888,44,23,1,3.3,16,2024-04-16 17:28:22,Tuesday,17
1889,237,81,1,4.19,8,2024-04-04 22:06:13,Thursday,22
1890,700,70,1,4.11,8,2024-04-14 16:11:50,Sunday,16
1891,695,59,2,7.25,14,2024-04-19 10:06:39,Friday,10
1892,466,61,5,42.66,213,2024-02-18 16:52:55,Sunday,16
1893,150,63,1,2.19,11,2024-06-16 15:43:29,Sunday,15
1894,724,35,1,2.5,2,2024-05-19 11:16:02,Sunday,11
1895,316,8,4,29.93,60,2024-02-03 21:16:52,Saturday,21
1896,982,2,1,5.27,26,2024-04-08 12:44:31,Monday,12
1897,506,13,1,8.01,8,2024-05-29 08:42:27,Wednesday,8
1898,679,15,2,14.66,73,2024-06-04 16:22:41,Tuesday,16
1899,925,14,3,15.75,79,2024-06-26 09:31:03,Wednesday,9
1900,575,85,1,9.89,49,2024-06-04 00:08:51,Tuesday,0
1901,275,78,2,20.37,41,2024-03-03 04:37:28,Sunday,4
1902,194,28,1,2.18,7,2024-05-04 07:48:52,Saturday,7
1903,645,69,1,4.89,10,2024-03-24 22:19:02,Sunday,22
1904,869,27,1,5.34,27,2024-04-01 20:09:59,Monday,20
1905,546,86,1,3.57,11,2024-06-18 13:29:18,Tuesday,13
1906,882,15,1,7.41,37,2024-04-30 17:30:10,Tuesday,17
1907,797,39,1,5.67,11,2024-01-10 18:34:00,Wednesday,18
1908,335,35,1,2.37,2,2024-05-13 20:16:35,Monday,20
1909,736,58,1,9.21,28,2024-02-16 07:40:18,Friday,7
1910,982,42,1,2.14,2,2024-05-23 21:05:53,Thursday,21
1911,643,95,1,9.45,19,2024-01-12 08:16:36,Friday,8
1912,1024,90,1,4.37,13,2024-04-09 19:14:22,Tuesday,19
1913,482,25,2,12.24,37,2024-04-26 06:32:43,Friday,6
1914,811,89,1,3.83,11,2024-04-01 19:31:49,Monday,19
1915,1169,46,3,11.0,11,2024-03-24 11:15:33,Sunday,11
1916,1170,68,1,8.33,25,2024-05-26 15:30:31,Sunday,15
1917,687,87,1,6.04,12,2024-01-11 13:28:02,Thursday,13
1918,1011,12,2,14.34,72,2024-03-30 17:09:47,Saturday,17
1919,286,94,1,4.53,23,2024-01-19 18:40:11,Friday,18
1920,287,85,1,10.04,50,2024-05-20 17:55:16,Monday,17
1921,778,21,1,8.55,17,2024-03-11 17:32:03,Monday,17
1922,897,14,1,5.26,26,2024-05-28 17:41:34,Tuesday,17
1923,78,20,1,5.48,27,2024-06-10 19:19:47,Monday,19
1924,618,84,1,3.85,4,2024-04-18 07:56:12,Thursday,7
1925,417,32,1,5.72,29,2024-05-28 09:22:18,Tuesday,9
1926,868,66,1,3.92,20,2024-01-02 19:33:49,Tuesday,19
1927,988,94,1,4.43,22,2024-02-01 15:14:46,Thursday,15
1928,95,93,2,14.8,44,2024-02-01 13:15:01,Thursday,13
1929,526,90,1,4.37,13,2024-05-24 00:00:06,Friday,0
1930,1063,75,4,26.59,27,2024-06-14 11:22:36,Friday,11
1931,1065,21,2,16.94,34,2024-02-26 17:24:22,Monday,17
1932,786,57,1,3.79,19,2024-01-27 14:12:40,Saturday,14
1933,979,77,1,1.85,2,2024-01-11 20:45:56,Thursday,20
1934,1115,91,2,15.75,16,2024-03-16 04:44:49,Saturday,4
1935,94,77,1,2.26,2,2024-04-04 12:28:52,Thursday,12
1936,813,17,4,38.43,115,2024-02-12 17:50:51,Monday,17
1937,1074,99,1,8.55,43,2024-02-25 21:27:05,Sunday,21
1938,705,16,2,7.72,15,2024-04-06 11:10:29,Saturday,11
1939,285,28,1,2.23,7,2024-03-04 20:24:11,Monday,20
1940,580,76,1,3.16,3,2024-05-18 09:04:35,Saturday,9
1941,311,59,1,3.61,7,2024-02-29 21:03:16,Thursday,21
1942,253,46,1,3.68,4,2024-06-23 07:33:01,Sunday,7
1943,903,22,3,21.94,110,2024-02-17 18:31:09,Saturday,18
1944,634,67,1,7.49,22,2024-03-31 13:04:39,Sunday,13
1945,34,100,1,8.1,8,2024-06-16 21:30:19,Sunday,21
1946,721,38,3,26.52,80,2024-03-14 19:21:56,Thursday,19
1947,877,76,3,9.04,9,2024-01-14 21:18:27,Sunday,21
1948,732,22,1,7.0,35,2024-04-27 15:45:11,Saturday,15
1949,836,29,1,2.18,2,2024-02-23 11:19:56,Friday,11
1950,892,99,4,35.53,178,2024-02-25 15:19:01,Sunday,15
1951,905,50,3,11.98,36,2024-04-24 21:31:28,Wednesday,21
1952,212,13,1,7.85,8,2024-06-29 04:37:09,Saturday,4
1953,719,7,1,2.51,3,2024-02-21 13:59:44,Wednesday,13
1954,652,55,1,5.04,15,2024-04-07 10:33:51,Sunday,10
1955,465,69,1,4.94,10,2024-02-06 09:35:06,Tuesday,9
1956,287,49,1,8.19,41,2024-02-07 16:51:41,Wednesday,16
1957,253,85,1,6.8,34,2024-05-24 15:40:41,Friday,15
1958,1170,32,1,6.78,34,2024-02-16 22:39:53,Friday,22
1959,444,3,1,3.44,3,2024-05-30 10:24:26,Thursday,10
1960,468,72,1,9.35,9,2024-03-18 22:01:15,Monday,22
1961,67,92,1,3.91,4,2024-06-02 18:26:25,Sunday,18
1962,567,9,2,17.82,89,2024-05-25 06:27:01,Saturday,6
1963,1072,8,1,7.64,15,2024-04-07 22:46:38,Sunday,22
1964,273,96,1,3.55,18,2024-01-26 01:43:39,Friday,1
1965,82,100,3,23.65,24,2024-03-25 08:00:44,Monday,8
1966,641,62,1,8.63,17,2024-04-15 07:20:12,Monday,7
1967,1018,92,3,11.46,11,2024-01-11 20:00:03,Thursday,20
1968,744,2,1,5.42,27,2024-04-29 13:33:37,Monday,13
1969,882,27,1,5.35,27,2024-01-30 11:42:16,Tuesday,11
1970,891,61,1,8.72,44,2024-06-25 06:11:43,Tuesday,6
1971,253,16,3,15.09,30,2024-02-17 12:04:15,Saturday,12
1972,285,68,1,8.11,24,2024-06-07 13:41:16,Friday,13
1973,153,98,1,2.75,3,2024-06-10 13:40:46,Monday,13
1974,347,92,1,3.8,4,2024-02-13 09:41:12,Tuesday,9
1975,543,7,2,5.03,5,2024-06-01 06:48:43,Saturday,6
1976,460,8,4,29.04,58,2024-03-14 02:01:20,Thursday,2
1977,1110,38,2,17.84,54,2024-03-30 08:46:42,Saturday,8
1978,409,32,3,19.82,99,2024-05-26 22:26:51,Sunday,22
1979,759,68,1,8.29,25,2024-04-01 19:00:10,Monday,19
1980,714,6,1,7.9,24,2024-04-14 07:33:29,Sunday,7
1981,827,9,5,45.22,226,2024-01-17 00:11:36,Wednesday,0
1982,485,72,1,9.34,9,2024-05-02 15:22:40,Thursday,15
1983,118,19,1,9.27,19,2024-01-20 08:56:02,Saturday,8
1984,833,28,2,4.26,13,2024-04-29 09:13:13,Monday,9
1985,77,67,1,7.37,22,2024-06-10 21:39:21,Monday,21
1986,3,15,1,5.14,26,2024-04-24 14:11:01,Wednesday,14
1987,412,66,1,3.91,20,2024-01-19 14:27:00,Friday,14
1988,269,8,4,29.1,58,2024-03-07 08:54:15,Thursday,8
1989,580,26,1,6.86,34,2024-01-09 18:31:24,Tuesday,18
1990,517,19,1,9.1,18,2024-06-19 09:35:05,Wednesday,9
1991,1141,28,1,2.14,6,2024-03-27 16:19:04,Wednesday,16
1992,699,67,2,15.03,45,2024-06-07 15:10:39,Friday,15
1993,694,38,1,8.81,26,2024-06-23 08:56:18,Sunday,8
1994,1028,11,1,6.28,19,2024-05-29 08:00:11,Wednesday,8
1995,955,32,2,13.31,67,2024-03-29 09:35:56,Friday,9
1996,671,5,3,25.66,128,2024-05-02 21:52:02,Thursday,21
1997,716,97,1,3.63,11,2024-06-15 17:50:55,Saturday,17
1998,419,82,3,20.51,41,2024-01-31 18:04:26,Wednesday,18
1999,724,10,1,6.8,14,2024-06-04 22:55:09,Tuesday,22
2000,419,28,1,2.14,6,2024-05-27 14:28:08,Monday,14
2001,567,86,1,3.49,10,2024-06-06 15:29:59,Thursday,15
2002,292,53,1,5.05,25,2024-03-03 11:28:14,Sunday,11
2003,325,80,2,18.02,90,2024-01-06 12:44:31,Saturday,12
2004,188,63,1,2.19,11,2024-05-23 04:46:58,Thursday,4
2005,63,93,1,7.49,22,2024-06-22 08:22:43,Saturday,8
2006,1102,70,1,4.11,8,2024-04-29 14:54:06,Monday,14
2007,1105,66,4,16.47,82,2024-01-17 17:11:17,Wednesday,17
2008,73,24,1,6.75,20,2024-01-20 09:35:11,Saturday,9
2009,357,85,1,9.99,50,2024-01-16 15:27:28,Tuesday,15
2010,572,58,1,9.39,28,2024-04-11 12:23:37,Thursday,12
2011,736,23,2,6.67,33,2024-03-15 16:28:59,Friday,16
2012,160,47,1,3.41,3,2024-01-27 14:28:01,Saturday,14
2013,287,86,2,6.78,20,2024-06-06 12:49:28,Thursday,12
2014,492,56,1,3.78,4,2024-05-29 18:14:25,Wednesday,18
2015,725,10,1,6.99,14,2024-05-28 15:52:45,Tuesday,15
2016,817,5,1,8.93,45,2024-06-13 20:05:41,Thursday,20
2017,841,3,2,6.64,7,2024-01-16 09:43:05,Tuesday,9
2018,1000,8,1,7.28,15,2024-03-17 18:43:51,Sunday,18
2019,77,59,1,3.27,7,2024-06-14 11:43:38,Friday,11
2020,796,25,2,12.38,37,2024-05-06 10:39:49,Monday,10
2021,317,54,1,4.1,20,2024-03-21 19:56:08,Thursday,19
2022,95,80,1,9.15,46,2024-04-19 12:09:14,Friday,12
2023,258,35,4,10.03,10,2024-03-10 07:14:18,Sunday,7
2024,1153,62,1,8.82,18,2024-06-04 18:43:06,Tuesday,18
2025,463,26,2,13.97,70,2024-01-26 07:30:54,Friday,7
2026,1056,3,1,2.44,2,2024-06-18 02:57:36,Tuesday,2
2027,869,46,1,3.66,4,2024-01-27 13:33:52,Saturday,13
2028,987,13,1,7.63,8,2024-02-21 12:34:25,Wednesday,12
2029,876,46,1,3.79,4,2024-03-27 00:47:26,Wednesday,0
2030,871,83,1,8.35,8,2024-04-19 19:38:10,Friday,19
2031,98,10,1,5.85,12,2024-06-08 08:45:26,Saturday,8
2032,798,11,1,6.46,19,2024-04-20 18:27:46,Saturday,18
2033,1085,19,1,9.11,18,2024-05-12 18:36:53,Sunday,18
2034,47,17,1,7.15,21,2024-04-16 16:07:25,Tuesday,16
2035,62,31,1,4.69,5,2024-03-07 20:38:13,Thursday,20
2036,112,12,1,7.2,36,2024-03-31 16:09:25,Sunday,16
2037,1164,30,1,2.91,3,2024-05-01 14:42:21,Wednesday,14
2038,1159,88,2,5.64,17,2024-05-03 19:20:34,Friday,19
2039,253,36,1,7.77,23,2024-04-30 18:54:24,Tuesday,18
2040,316,7,1,2.59,3,2024-05-04 17:58:03,Saturday,17
2041,851,9,1,8.68,43,2024-01-06 13:25:07,Saturday,13
2042,756,5,2,15.35,77,2024-04-19 21:15:54,Friday,21
2043,144,98,1,1.86,2,2024-06-12 14:08:07,Wednesday,14
